District,District_ID,District_Ward,geometry,Area,Region,Population,Constituency,centroid,ward_immigrant,ward_localists,Winning_Perspective
Alington City,50,Ward 48,"POLYGON ((2861.93 1288.62, 2860.31 1288.14, 2860.26 1288.12, 2860.11 1288.22, 2860.1 1288.29, 2860.13 1288.3, 2860.23 1288.33, 2860.08 1288.56, 2859.11 1290.04, 2858.38 1291.17, 2857.64 1292.16, 2856.67 1292.9, 2856.12 1293.11, 2854.92 1293.34, 2854.02 1293.3, 2852.77 1293.08, 2851.36 1292.85, 2851.26 1292.9, 2851.21 1293.07, 2851.22 1293.12, 2851.08 1293.96, 2850.8 1295.16, 2850.82 1295.22, 2850.73 1295.36, 2850.34 1295.84, 2849.5 1296.84, 2849.51 1296.99, 2849.55 1297.02, 2849.45 1297.08, 2849.47 1297.12, 2850.52 1297.97, 2850.63 1298.08, 2850.64 1298.1, 2852.2 1299.56, 2852.82 1300.03, 2852.98 1300.13, 2853.16 1300.17, 2853.36 1300.25, 2853.71 1300.43, 2854.2 1300.69, 2854.46 1300.9, 2854.4 1301.05, 2854.59 1301.39, 2854.67 1301.79, 2854.7 1301.79, 2854.71 1301.81, 2854.84 1301.94, 2854.88 1302, 2855.82 1302.9, 2856.72 1303.73, 2857.48 1304.43, 2857.58 1304.5, 2857.81 1304.73, 2858.2 1304.47, 2859.26 1303.88, 2859.64 1303.76, 2859.71 1303.73, 2859.79 1303.7, 2859.79 1303.66, 2860.94 1303.19, 2862 1302.58, 2861.83 1301.86, 2861.82 1301.86, 2861.96 1301.73, 2861.91 1301.63, 2861.26 1300.39, 2860.64 1299.23, 2860.03 1298.08, 2859.22 1296.58, 2860.73 1296.67, 2861.9 1297.03, 2863.97 1297.67, 2864.39 1297.81, 2864.35 1297.64, 2864.02 1296.27, 2863.67 1294.71, 2863.38 1293.42, 2863.51 1292.14, 2863.91 1290.79, 2864.29 1289.58, 2864.33 1289.46, 2864.04 1289.37, 2863.97 1289.24, 2863.13 1288.98, 2861.93 1288.62))",1.998968,Capital,23166,The City of Alington,"(2857.7692384899906, 1296.4206602681636)",,,Vote: Left_MR
Alington City,51,Ward 17,"POLYGON ((2898.59 1312, 2899.6 1316.56, 2897.17 1318.81, 2902.55 1322.65, 2903.68 1320.76, 2908 1323, 2908 1314.28, 2907.43 1312.93, 2906.81 1312, 2905 1309.65, 2904.31 1310.3, 2904.01 1309.89, 2903.17 1308.76, 2903.06 1308.6, 2902.96 1308.48, 2902.91 1308.29, 2902.7 1308.02, 2902.64 1308.03, 2902.42 1307.73, 2902.04 1307.22, 2900.63 1307.84, 2899.45 1308.29, 2897.97 1308.65, 2898.28 1310.81, 2898.59 1312))",1.778197,Capital,26864,The City of Alington,"(2903.0344904094127, 1315.4073574632616)",,,Head to Head
Alington City,52,Ward 16,"POLYGON ((2897.83 1303.57, 2897.89 1303.55, 2899.07 1303.83, 2898.62 1302.5, 2898.43 1302.18, 2898.19 1301.94, 2897.43 1300.85, 2897.34 1300.72, 2897.33 1300.57, 2896.91 1300.08, 2896.88 1300.01, 2896.11 1299.06, 2895.31 1299.45, 2893.64 1299.87, 2890.24 1299.61, 2890.24 1299.62, 2890.23 1299.67, 2890.09 1299.72, 2890.08 1299.74, 2890.03 1299.79, 2890.09 1299.88, 2889.96 1300.04, 2889.81 1300.06, 2889.79 1300.08, 2889.78 1300.23, 2889.66 1300.37, 2889.64 1300.39, 2889.6 1300.44, 2889.45 1300.49, 2889.4 1300.55, 2889.4 1300.56, 2889.47 1300.62, 2889.47 1300.77, 2889.46 1300.84, 2889.38 1300.87, 2889.38 1300.95, 2889.58 1302.17, 2889.48 1302.5, 2889.45 1302.83, 2889.42 1303.43, 2889.18 1304.2, 2889.14 1304.57, 2889.19 1305, 2889.33 1305.75, 2889.45 1306.78, 2889.39 1307.65, 2893.73 1307.62, 2895.73 1307.48, 2895.83 1308.58, 2897.97 1308.65, 2899.45 1308.29, 2900.63 1307.84, 2902.04 1307.22, 2901.9 1307.03, 2901.88 1306.88, 2901.85 1306.83, 2901.71 1306.76, 2901.6 1306.61, 2901.5 1306.47, 2901.32 1306.23, 2901.22 1306.1, 2901.15 1305.99, 2901.12 1305.83, 2901.03 1305.69, 2900.94 1305.71, 2900.85 1305.58, 2899.85 1304.51, 2898.58 1304.55, 2898.14 1304.18, 2897.93 1304.16, 2897.83 1303.57))",1.276422,Capital,22159,The City of Alington,"(2894.6318948418752, 1304.2172626158892)",,,Head to Head
Alington City,53,Ward 68,"POLYGON ((2865.17 1386.33, 2860.35 1389.72, 2861.84 1392.09, 2860.56 1393.79, 2858.81 1392.94, 2858.27 1394.69, 2859.9 1395.17, 2858.95 1398.08, 2863.09 1398.96, 2863.78 1397.93, 2865.68 1396.41, 2867.9 1394.4, 2870.53 1398.3, 2875.61 1394.73, 2873.06 1392.94, 2870.84 1390.93, 2869.57 1390.19, 2871.63 1386.06, 2871.8 1384.75, 2872.32 1383.05, 2870.62 1382.41, 2869.46 1382.68, 2867.08 1382.36, 2866.61 1384.13, 2865.17 1386.33))",2.239206,Capital,28273,Upper Alington,"(2866.6976162673955, 1391.474500051914)",,,Head to Head
Alington City,54,Ward 82,"POLYGON ((2814.5 1356, 2814.16 1360.62, 2808.6 1360.29, 2809.31 1363.92, 2813.33 1362.42, 2819.7 1362.23, 2819.72 1365.43, 2819.61 1367.82, 2819.75 1372.59, 2822.68 1372.34, 2823.86 1368.31, 2825.32 1366.01, 2828.05 1362.16, 2828.02 1360.43, 2825.21 1359.74, 2819.49 1360.09, 2820 1356, 2814.5 1356))",1.860855,Capital,21000,Upper Alington,"(2819.8240496926387, 1362.9670048869584)",,,Vote: Left_MR
Alington City,55,Ward 66,"POLYGON ((2877.21 1385.91, 2874.71 1384.08, 2872.32 1383.05, 2871.8 1384.75, 2871.63 1386.06, 2869.57 1390.19, 2870.84 1390.93, 2873.06 1392.94, 2875.61 1394.73, 2870.53 1398.3, 2867.9 1394.4, 2865.68 1396.41, 2863.78 1397.93, 2863.09 1398.96, 2864 1400, 2870.46 1400, 2880.26 1400, 2880.66 1399.35, 2881.12 1398.31, 2883.51 1393.81, 2881.26 1393.36, 2881.53 1392.3, 2881.21 1391.45, 2880.13 1389.1, 2878.67 1387.27, 2877.21 1385.91))",2.529912,Capital,29242,Upper Alington,"(2874.7585417469477, 1393.483086513456)",,,Head to Head
Alington City,56,Ward 55,"POLYGON ((2890.6 1375.87, 2886.15 1375.39, 2886 1378, 2886 1385.55, 2886 1388.07, 2887.71 1389.55, 2890.58 1391.59, 2891.8 1391.69, 2895.96 1392.63, 2900.22 1394.16, 2900.99 1392.12, 2903.11 1389.86, 2904.7 1387.01, 2901.8 1386.3, 2898.68 1386.63, 2897.23 1386.46, 2893.01 1385.92, 2889.51 1385.74, 2890.6 1375.87))",2.172857,Capital,28281,Upper Alington,"(2893.200627340657, 1386.5484767273963)",,,Vote: Left_MR
Alington City,57,Ward 80,"POLYGON ((2814.34 1377.2, 2815.29 1379.92, 2816.17 1381.22, 2820 1382.16, 2826.42 1383.81, 2829.88 1385.31, 2833.45 1386.36, 2835.27 1387.1, 2834.81 1384.92, 2833.66 1383, 2836.68 1383.31, 2839.53 1383.16, 2840.1 1379.75, 2840.22 1378, 2831.33 1378, 2829.91 1378, 2820 1378, 2819.96 1377.02, 2817.77 1377.44, 2814.34 1377.2))",2.206185,Capital,24316,Upper Alington,"(2828.4469148927524, 1380.8968208699855)",,,Head to Head
Alington City,58,Ward 47,"POLYGON ((2847.3 1284.76, 2846.97 1284.68, 2846.95 1284.67, 2846.69 1284.76, 2845.2 1285.12, 2845.33 1286.05, 2844.2 1287.03, 2842 1287.84, 2842 1291.81, 2842.63 1291.66, 2843.14 1291.64, 2843.39 1293.01, 2844.34 1293.8, 2846 1294.48, 2847.17 1295.12, 2847.72 1295.42, 2847.78 1295.45, 2849.13 1296.67, 2849.5 1296.84, 2850.34 1295.84, 2850.73 1295.36, 2850.82 1295.22, 2850.8 1295.16, 2851.08 1293.96, 2851.22 1293.12, 2851.21 1293.07, 2851.26 1292.9, 2851.36 1292.85, 2852.77 1293.08, 2854.02 1293.3, 2854.92 1293.34, 2856.12 1293.11, 2856.67 1292.9, 2857.64 1292.16, 2858.38 1291.17, 2859.11 1290.04, 2860.08 1288.56, 2860.23 1288.33, 2860.13 1288.3, 2860.1 1288.29, 2860.11 1288.22, 2859.39 1287.94, 2858.08 1287.58, 2857.95 1287.64, 2857.92 1287.63, 2857.61 1287.63, 2857.4 1287.47, 2857.08 1287.41, 2855.7 1287.18, 2855.41 1287.13, 2854.1 1286.89, 2854.07 1286.88, 2854.04 1286.91, 2854.03 1286.91, 2853.46 1286.75, 2853.42 1286.76, 2853.41 1286.74, 2852.68 1286.51, 2851.39 1286.09, 2850.24 1285.73, 2850.15 1285.7, 2849 1285.33, 2847.83 1284.96, 2847.82 1284.96, 2847.4 1284.87, 2847.35 1284.78, 2847.3 1284.76))",1.953561,Capital,21952,The City of Alington,"(2850.015137491916, 1290.1395708590003)",,,Vote: Left_MR
Alington City,59,Ward 43,"POLYGON ((2871.57 1282.59, 2870.61 1282.76, 2868.8 1282.95, 2867.18 1283.12, 2867.04 1283.21, 2866.91 1283.15, 2866.8 1283.21, 2866.32 1283.29, 2866.01 1284.21, 2865.52 1285.51, 2865.13 1286.73, 2864.78 1287.92, 2864.37 1289.34, 2864.33 1289.46, 2864.47 1289.5, 2864.63 1289.64, 2864.63 1289.65, 2864.65 1289.65, 2865.65 1290.49, 2867.26 1292.05, 2867.37 1292.24, 2867.5 1292.37, 2867.51 1292.39, 2867.51 1292.4, 2867.53 1292.42, 2868.53 1294.28, 2869.84 1294.71, 2871.3 1294.79, 2872.86 1294.87, 2874.22 1294.52, 2875.37 1294.03, 2876.94 1292.83, 2877.16 1292.78, 2877.14 1292.13, 2877.11 1290.89, 2877.08 1289.64, 2877.09 1289.42, 2877.89 1288.01, 2878.62 1286.77, 2878.68 1286.66, 2879.3 1285.59, 2879.69 1284.91, 2879.24 1284.73, 2877.99 1284.25, 2876.72 1283.75, 2875.7 1283.34, 2874.36 1282.83, 2873.26 1282.5, 2873.04 1282.43, 2872.12 1281.96, 2871.15 1281.59, 2871.27 1282, 2871.33 1282.19, 2871.34 1282.22, 2871.57 1282.59))",2.103424,Capital,25053,The City of Alington,"(2871.745751871537, 1288.3020552071707)",,,Head to Head
Alington City,60,Ward 53,"POLYGON ((2899.21 1375.04, 2896.99 1375.08, 2897.96 1379.41, 2898.3 1382.75, 2893.9 1382.75, 2893.01 1385.92, 2897.23 1386.46, 2898.68 1386.63, 2901.8 1386.3, 2904.7 1387.01, 2908 1389, 2908 1382.42, 2908 1379.75, 2903.11 1377.01, 2901.45 1375.88, 2899.21 1375.04))",1.842189,Capital,25780,Upper Alington,"(2901.7285251285894, 1382.1861238717975)",,,Vote: Left_MR
Alington City,61,Ward 15,"POLYGON ((2891.31 1293.52, 2891.34 1293.61, 2891.25 1293.63, 2891.21 1293.58, 2890.85 1293.78, 2889.71 1294.28, 2889.61 1294.31, 2887.89 1294.68, 2888.29 1295.95, 2888.69 1297.31, 2889.05 1298.53, 2890.05 1299.54, 2890.24 1299.61, 2893.64 1299.87, 2895.31 1299.45, 2896.11 1299.06, 2897.74 1298.26, 2898.83 1295.97, 2899.61 1294.35, 2899.67 1292.73, 2898.33 1292.21, 2897.17 1291.77, 2896.03 1291.28, 2896 1291.31, 2895.43 1292.09, 2894.67 1293.11, 2893.04 1292.22, 2891.31 1293.52))",1.046623,Capital,21144,The City of Alington,"(2894.00561210021, 1295.863343764977)",,,Head to Head
Alington City,62,Ward 42,"POLYGON ((2882.57 1281.81, 2882.11 1280.7, 2881.58 1281.63, 2881.2 1282.28, 2881.15 1282.32, 2881.03 1282.5, 2881.02 1282.51, 2880.89 1282.73, 2880.77 1282.98, 2880.6 1283.28, 2880.58 1283.34, 2880.59 1283.36, 2880.56 1283.4, 2880.29 1283.86, 2879.69 1284.91, 2879.3 1285.59, 2878.68 1286.66, 2878.62 1286.77, 2877.89 1288.01, 2877.09 1289.42, 2877.08 1289.64, 2877.11 1290.89, 2877.14 1292.13, 2877.16 1292.78, 2877.17 1293.6, 2877.19 1294.9, 2877.2 1296.14, 2877.21 1296.43, 2878.37 1296.08, 2879.97 1295.62, 2881.98 1295.28, 2883.19 1295.22, 2884.66 1294.95, 2886.64 1294.72, 2887.89 1294.68, 2889.61 1294.31, 2889.71 1294.28, 2890.85 1293.78, 2891.21 1293.58, 2891.04 1293.36, 2890.19 1292.34, 2889.25 1291.17, 2888.14 1289.83, 2888.12 1289.83, 2888.09 1289.73, 2888.12 1289.67, 2887.91 1289.29, 2886.49 1287.58, 2886.34 1287.41, 2885.57 1286.47, 2884.26 1284.77, 2883.78 1283.55, 2883.26 1282.49, 2883.24 1282.46, 2883.23 1282.43, 2882.57 1281.81))",1.832483,Capital,22444,The City of Alington,"(2882.7783185500352, 1290.178967978855)",,,Head to Head
Alington City,63,Ward 69,"POLYGON ((2844.89 1394.17, 2845.69 1395.18, 2846.22 1396.93, 2846.68 1398.33, 2847.11 1400, 2849.44 1400, 2850.65 1400, 2856.1 1400, 2858.66 1400, 2864 1400, 2863.09 1398.96, 2858.95 1398.08, 2859.9 1395.17, 2858.27 1394.69, 2858.81 1392.94, 2856.85 1392.06, 2852.87 1390.1, 2850.93 1389.15, 2847.62 1392.05, 2844.89 1394.17))",1.882339,Capital,25851,Upper Alington,"(2852.9469274383227, 1395.6619625923047)",,,Head to Head
Alington City,64,Ward 77,"POLYGON ((2847.62 1392.05, 2850.93 1389.15, 2849.06 1385.7, 2845.96 1386.29, 2845.59 1389.04, 2838.83 1388.91, 2839.79 1391.62, 2841.22 1394.24, 2842.1 1396.28, 2835.18 1399.4, 2834.1 1400, 2839.37 1400, 2842 1400, 2847.11 1400, 2846.68 1398.33, 2846.22 1396.93, 2845.69 1395.18, 2844.89 1394.17, 2847.62 1392.05))",1.489156,Capital,27117,Upper Alington,"(2843.8824957070565, 1393.4754129912378)",,,Head to Head
Alington City,65,Ward 14,"POLYGON ((2901.99 1293.65, 2900.8 1293.17, 2899.67 1292.73, 2899.61 1294.35, 2898.83 1295.97, 2897.74 1298.26, 2896.11 1299.06, 2896.88 1300.01, 2896.91 1300.08, 2897.33 1300.57, 2897.34 1300.72, 2897.43 1300.85, 2898.19 1301.94, 2898.43 1302.18, 2898.62 1302.5, 2899.07 1303.83, 2897.89 1303.55, 2897.83 1303.57, 2897.93 1304.16, 2898.14 1304.18, 2898.58 1304.55, 2899.85 1304.51, 2900.85 1305.58, 2900.94 1305.71, 2901.03 1305.69, 2901.12 1305.83, 2901.15 1305.99, 2901.22 1306.1, 2901.32 1306.23, 2901.5 1306.47, 2901.6 1306.61, 2901.71 1306.76, 2901.85 1306.83, 2901.88 1306.88, 2901.9 1307.03, 2902.04 1307.22, 2902.42 1307.73, 2902.64 1308.03, 2902.7 1308.02, 2902.91 1308.29, 2902.96 1308.48, 2903.06 1308.6, 2903.17 1308.76, 2904.01 1309.89, 2904.31 1310.3, 2905 1309.65, 2906.81 1312, 2907.43 1312.93, 2908 1314.28, 2908 1312, 2908 1303.73, 2908 1296.47, 2907.82 1296.47, 2907.83 1295.9, 2907.48 1295.77, 2906.21 1295.28, 2906.13 1295.22, 2904.86 1294.76, 2904.05 1294.49, 2903.35 1294.19, 2903.17 1294.11, 2901.99 1293.65))",2.158103,Capital,25423,The City of Alington,"(2903.4581996531233, 1301.659605160132)",,,Vote: Left_MR
Alington City,66,Ward 78,"POLYGON ((2845.59 1389.04, 2845.96 1386.29, 2844.58 1386.33, 2838.78 1386.61, 2835.27 1387.1, 2835.52 1389.97, 2834.31 1390.5, 2832.5 1391.99, 2833.93 1393.44, 2834.55 1395.51, 2834.75 1397.29, 2834.75 1398.25, 2835.18 1399.4, 2842.1 1396.28, 2841.22 1394.24, 2839.79 1391.62, 2838.83 1388.91, 2845.59 1389.04))",1.290826,Capital,29363,Upper Alington,"(2838.3547559322237, 1392.0448587863611)",,,Head to Head
Alington City,67,Ward 64,"POLYGON ((2881.53 1392.3, 2881.26 1393.36, 2883.51 1393.81, 2881.12 1398.31, 2880.66 1399.35, 2880.26 1400, 2883.21 1400, 2886 1400, 2890.16 1400, 2893.41 1396.1, 2894.25 1395.63, 2894.93 1395.13, 2895.12 1394.48, 2895.2 1393.73, 2895.96 1392.63, 2891.8 1391.69, 2890.58 1391.59, 2887.71 1389.55, 2886 1388.07, 2884.48 1387.55, 2881.95 1387.51, 2880.13 1389.1, 2881.21 1391.45, 2881.53 1392.3))",1.952381,Capital,25251,Upper Alington,"(2886.9542217006606, 1394.2874490959166)",,,Vote: Left_MR
Alington City,68,Ward 84,"POLYGON ((2819.7 1362.23, 2813.33 1362.42, 2809.31 1363.92, 2810.54 1366.66, 2804.69 1368.78, 2806.06 1370.3, 2806.56 1371.31, 2811.51 1372.84, 2814.39 1372.96, 2817.22 1372.96, 2819.75 1372.59, 2819.61 1367.82, 2819.72 1365.43, 2819.7 1362.23))",1.829916,Capital,20653,Upper Alington,"(2813.895672967508, 1367.972487357434)",,,Vote: Left_MR
Alington City,69,Ward 9,"POLYGON ((2866.91 1278.07, 2865.74 1277.77, 2864.55 1277.48, 2864.36 1277.43, 2862.8 1276.99, 2862.18 1276.91, 2861.87 1277.54, 2861.48 1278.4, 2860.98 1279.46, 2860.47 1280.57, 2859.99 1281.68, 2859.9 1281.86, 2859.24 1282.7, 2858.05 1284.21, 2857.28 1285.18, 2856.51 1286.16, 2855.7 1287.18, 2857.08 1287.41, 2857.4 1287.47, 2857.61 1287.63, 2857.92 1287.63, 2857.95 1287.64, 2858.08 1287.58, 2859.39 1287.94, 2860.11 1288.22, 2860.26 1288.12, 2860.31 1288.14, 2861.93 1288.62, 2863.13 1288.98, 2863.97 1289.24, 2864.04 1289.37, 2864.33 1289.46, 2864.37 1289.34, 2864.78 1287.92, 2865.13 1286.73, 2865.52 1285.51, 2866.01 1284.21, 2866.32 1283.29, 2866.8 1283.21, 2866.91 1283.15, 2867.04 1283.21, 2867.18 1283.12, 2868.8 1282.95, 2870.61 1282.76, 2871.57 1282.59, 2871.34 1282.22, 2871.33 1282.19, 2871.27 1282, 2871.15 1281.59, 2872.12 1281.96, 2872.88 1281.03, 2873.32 1279.83, 2873.28 1278.77, 2873.08 1277.49, 2873.46 1276.25, 2873.56 1275.83, 2872.63 1276.17, 2871.45 1276.54, 2870.26 1276.89, 2869.02 1277.25, 2867.56 1277.83, 2867.52 1277.8, 2867.24 1277.87, 2867.05 1278.11, 2866.91 1278.07))",1.779009,Capital,28865,The City of Alington,"(2864.8098140012544, 1282.2616888241162)",,,Head to Head
Alington City,70,Ward 76,"POLYGON ((2820 1382.16, 2820 1384.24, 2820 1388.59, 2820 1392.03, 2821.63 1392.82, 2825.64 1395.07, 2825.76 1390.21, 2829.3 1387.61, 2831.71 1390.31, 2832.5 1391.99, 2834.31 1390.5, 2835.52 1389.97, 2835.27 1387.1, 2833.45 1386.36, 2829.88 1385.31, 2826.42 1383.81, 2820 1382.16))",1.593136,Capital,23286,Upper Alington,"(2825.948230836032, 1387.9780037215419)",,,Head to Head
Alington City,71,Ward 46,"POLYGON ((2861.48 1278.4, 2861.87 1277.54, 2862.18 1276.91, 2861.81 1276.14, 2861.68 1276.2, 2860.12 1276.85, 2859.01 1277.53, 2858.62 1278.78, 2857.28 1278.87, 2855.77 1279.52, 2854.6 1280.13, 2854.33 1280.13, 2854.24 1279.97, 2854.21 1279.92, 2853.62 1279.54, 2852.55 1278.86, 2851.43 1278.12, 2851.21 1278.23, 2850 1278.83, 2848.91 1279.36, 2848.65 1279.5, 2847.53 1280.05, 2846.02 1280.8, 2846.07 1281.08, 2846 1281.33, 2845.77 1281.53, 2845.46 1281.59, 2843.22 1281.64, 2842 1281.6, 2842 1282.98, 2842 1287.84, 2844.2 1287.03, 2845.33 1286.05, 2845.2 1285.12, 2846.69 1284.76, 2846.95 1284.67, 2846.97 1284.68, 2847.3 1284.76, 2847.35 1284.78, 2847.4 1284.87, 2847.82 1284.96, 2847.83 1284.96, 2849 1285.33, 2850.15 1285.7, 2850.24 1285.73, 2851.39 1286.09, 2852.68 1286.51, 2853.41 1286.74, 2853.42 1286.76, 2853.46 1286.75, 2854.03 1286.91, 2854.04 1286.91, 2854.07 1286.88, 2854.1 1286.89, 2855.41 1287.13, 2855.7 1287.18, 2856.51 1286.16, 2857.28 1285.18, 2858.05 1284.21, 2859.24 1282.7, 2859.9 1281.86, 2859.99 1281.68, 2860.47 1280.57, 2860.98 1279.46, 2861.48 1278.4))",1.795004,Capital,23935,The City of Alington,"(2851.845659572515, 1282.505279308035)",,,Vote: Left_MR
Alington City,72,Ward 13,"POLYGON ((2896.49 1281.26, 2897.72 1280.72, 2896.82 1280.41, 2895.63 1280.11, 2894.47 1279.77, 2892.9 1279.15, 2892.79 1279.07, 2892.45 1279.56, 2891.7 1280.61, 2890.91 1281.68, 2890.06 1282.83, 2889.14 1284.1, 2887.18 1285.13, 2885.57 1286.47, 2886.34 1287.41, 2886.49 1287.58, 2887.91 1289.29, 2888.12 1289.67, 2888.09 1289.73, 2888.12 1289.84, 2888.14 1289.83, 2889.25 1291.17, 2890.19 1292.34, 2891.04 1293.36, 2891.21 1293.58, 2891.25 1293.63, 2891.34 1293.61, 2891.31 1293.52, 2893.04 1292.22, 2894.67 1293.11, 2895.43 1292.09, 2896 1291.31, 2896.03 1291.28, 2897.17 1291.77, 2898.33 1292.21, 2899.67 1292.73, 2900.8 1293.17, 2901.99 1293.65, 2903.17 1294.11, 2903.35 1294.19, 2903.39 1291.95, 2904.05 1288.06, 2904.32 1286.39, 2902.18 1286.05, 2899.5 1285.64, 2898.3 1285.62, 2897.08 1285.43, 2895.91 1284.86, 2895.35 1283.76, 2895.42 1282.55, 2896.49 1281.26))",2.311483,Capital,26348,The City of Alington,"(2895.0390197790575, 1287.5627814908464)",,,Vote: Left_MR
Alington City,73,Ward 75,"POLYGON ((2831.71 1390.31, 2829.3 1387.61, 2825.76 1390.21, 2825.64 1395.07, 2825.64 1400, 2827.4 1400, 2834.1 1400, 2835.18 1399.4, 2834.75 1398.25, 2834.75 1397.29, 2834.55 1395.51, 2833.93 1393.44, 2832.5 1391.99, 2831.71 1390.31))",1.379112,Capital,26840,Upper Alington,"(2829.78174617445, 1394.9153865406927)",,,Head to Head
Alington City,74,Ward 83,"POLYGON ((2814.16 1360.62, 2814.5 1356, 2811.75 1356, 2806.25 1356, 2798 1356, 2798 1358.4, 2798 1365.61, 2798 1369.97, 2798 1375.22, 2798.84 1375.19, 2800.83 1373.86, 2803.55 1371.72, 2805.21 1370.64, 2806.06 1370.3, 2804.69 1368.78, 2810.54 1366.66, 2809.31 1363.92, 2808.6 1360.29, 2814.16 1360.62))",3.054394,Capital,24539,Upper Alington,"(2804.0997082328504, 1363.282926171088)",,,Vote: Left_MR
Alington City,75,Ward 54,"POLYGON ((2908 1389, 2904.7 1387.01, 2903.11 1389.86, 2900.99 1392.12, 2900.22 1394.16, 2895.96 1392.63, 2895.2 1393.73, 2895.12 1394.48, 2894.93 1395.13, 2894.25 1395.63, 2893.41 1396.1, 2890.16 1400, 2896.49 1400, 2906.11 1400, 2908 1400, 2908 1394.68, 2908 1389))",2.027536,Capital,24690,Upper Alington,"(2901.4770377096643, 1395.4855419262049)",,,Head to Head
Alington City,76,Ward 85,"POLYGON ((2803.55 1371.72, 2800.83 1373.86, 2798.84 1375.19, 2798 1375.22, 2798 1378, 2798 1381.6, 2800.55 1380.94, 2803.51 1378.81, 2805.88 1381.32, 2809.39 1384.03, 2812.53 1379.86, 2815.29 1379.92, 2814.34 1377.2, 2817.77 1377.44, 2819.96 1377.02, 2819.75 1372.59, 2817.22 1372.96, 2814.39 1372.96, 2811.51 1372.84, 2806.56 1371.31, 2806.06 1370.3, 2805.21 1370.64, 2803.55 1371.72))",2.574316,Capital,23355,Upper Alington,"(2808.2038156330136, 1376.6197172219381)",,,Vote: Left_MR
Alington City,77,Ward 8,"POLYGON ((2872.55 1271.35, 2872.99 1272.61, 2873.24 1273.32, 2873.64 1274.46, 2873.6 1275.7, 2873.56 1275.83, 2873.46 1276.25, 2873.08 1277.49, 2873.28 1278.77, 2873.32 1279.83, 2872.88 1281.03, 2872.12 1281.96, 2873.04 1282.43, 2873.26 1282.5, 2874.36 1282.83, 2875.7 1283.34, 2876.72 1283.75, 2877.99 1284.25, 2879.24 1284.73, 2879.69 1284.91, 2880.29 1283.86, 2880.56 1283.4, 2880.59 1283.36, 2880.58 1283.34, 2880.6 1283.28, 2880.77 1282.98, 2880.89 1282.73, 2881.02 1282.51, 2881.03 1282.5, 2881.15 1282.32, 2881.2 1282.28, 2881.58 1281.63, 2882.11 1280.7, 2882.92 1279.3, 2883.55 1278.22, 2884.42 1276.7, 2884.43 1276.69, 2884.4 1275.56, 2884.95 1275.06, 2884.94 1275.05, 2884.95 1275, 2884.2 1274.56, 2884.15 1274.6, 2884.13 1274.59, 2883.15 1274.22, 2881.92 1273.8, 2880.75 1273.4, 2880.57 1273.41, 2880.51 1273.33, 2880.39 1273.29, 2879.18 1272.88, 2878.12 1272.52, 2877.6 1272.02, 2877.76 1271.62, 2877.78 1271.61, 2877.75 1271.51, 2877.28 1270.28, 2876.68 1268.68, 2876.42 1268, 2871.4 1268, 2871.75 1269.01, 2872.13 1270.15, 2872.55 1271.35))",1.991532,Capital,27651,The City of Alington,"(2877.5019149029135, 1276.6624439921804)",,,Head to Head
Alington City,78,Ward 5,"POLYGON ((2859.36 1274.18, 2859.33 1273.29, 2859.33 1273.24, 2858.8 1273.15, 2857.6 1273.04, 2857.45 1273.02, 2857.31 1273, 2857.04 1272.97, 2856.78 1272.94, 2856.66 1272.97, 2856.23 1272.99, 2856.21 1273.03, 2855.6 1273, 2854.34 1272.94, 2854.28 1272.96, 2853.94 1272.87, 2853.08 1272.85, 2852.75 1272.97, 2852.44 1272.96, 2851.93 1272.99, 2850.58 1272.95, 2849.33 1273.03, 2849.17 1273.35, 2848.9 1273.1, 2848.73 1273.2, 2848.24 1273.42, 2848.24 1273.1, 2848.39 1272.75, 2843.74 1271.97, 2842 1271.68, 2842 1277.61, 2842 1280.18, 2842 1281.6, 2843.22 1281.64, 2845.46 1281.59, 2845.77 1281.53, 2846 1281.33, 2846.07 1281.08, 2846.02 1280.8, 2847.53 1280.05, 2848.65 1279.5, 2848.91 1279.36, 2850 1278.83, 2851.21 1278.23, 2851.43 1278.12, 2852.8 1277.44, 2853.93 1276.88, 2854.21 1276.73, 2855.41 1276.14, 2856.47 1275.57, 2856.76 1275.47, 2857.84 1274.93, 2859.05 1274.33, 2859.36 1274.18))",1.547257,Capital,24990,The City of Alington,"(2848.2570625982553, 1276.074683227866)",,,Vote: Left_MR
