Shape_ID,Electorate,Turnout,Left_Left,Left_Right,Left_MR,Right_Left,Right_Right,Right_MR,MR_Left,MR_Right,MR_MR,Spoil,received_at,verified_at,declared_at
A05_003,1698,1261,393,82,154,22,256,72,63,46,160,13,2026-08-02T15:43:15Z,2026-08-02T15:43:15Z,2026-08-02T19:26:42Z
A05_004,2855,1749,604,55,170,51,433,224,27,22,125,38,2026-08-02T17:05:11Z,2026-08-02T17:05:11Z,2026-08-02T21:06:51Z
A05_005,8282,6709,1791,203,464,124,1232,291,526,285,1636,157,2026-08-02T13:17:16Z,2026-08-02T13:17:16Z,2026-08-02T15:35:14Z
A05_006,1630,1098,301,57,114,29,207,64,44,60,213,9,2026-08-02T14:46:06Z,2026-08-02T14:46:06Z,2026-08-02T18:15:31Z
A05_007,1355,997,288,19,85,24,251,64,35,54,158,19,2026-08-02T15:10:43Z,2026-08-02T15:10:43Z,2026-08-02T18:56:55Z
A05_008,1001,802,254,32,81,25,158,89,18,22,112,11,2026-08-02T15:55:32Z,2026-08-02T15:55:32Z,2026-08-02T19:46:32Z
A05_009,2115,1365,335,59,159,49,295,130,37,60,226,15,2026-08-02T17:05:09Z,2026-08-02T17:05:09Z,2026-08-02T20:43:17Z
A05_010,1905,1286,261,59,142,49,246,145,68,94,201,21,2026-08-02T17:49:02Z,2026-08-02T17:49:02Z,2026-08-02T21:57:32Z
A05_011,2383,1458,533,46,173,42,281,105,52,68,150,8,2026-08-02T15:59:15Z,2026-08-02T15:59:15Z,2026-08-02T20:07:30Z
A05_012,2585,1886,541,42,218,69,451,140,57,72,285,11,2026-08-02T14:49:06Z,2026-08-02T14:49:06Z,2026-08-02T17:45:39Z
A05_013,3159,1768,450,47,162,84,315,166,95,55,355,39,2026-08-02T10:04:49Z,2026-08-02T10:04:49Z,2026-08-02T15:12:56Z
A05_014,3308,2192,710,106,237,66,488,200,54,64,234,33,2026-08-02T14:51:42Z,2026-08-02T14:51:42Z,2026-08-02T19:53:40Z
A05_015,2418,1733,540,60,162,36,350,155,67,75,270,18,2026-08-02T10:02:19Z,2026-08-02T10:02:19Z,2026-08-02T15:42:13Z
A05_016,1961,1176,328,49,99,37,279,87,33,49,194,21,2026-08-02T16:06:44Z,2026-08-02T16:06:44Z,2026-08-02T20:03:32Z
A05_017,2107,1219,375,26,108,32,234,85,53,90,205,11,2026-08-02T09:56:41Z,2026-08-02T09:56:41Z,2026-08-02T13:46:20Z
A05_018,2016,1635,388,63,246,58,379,146,54,57,236,8,2026-08-02T11:15:28Z,2026-08-02T11:15:28Z,2026-08-02T15:06:25Z
A05_019,2327,1434,429,101,217,37,358,84,25,44,127,12,2026-08-02T13:35:06Z,2026-08-02T13:35:06Z,2026-08-02T17:19:31Z
A05_020,2078,1647,459,81,179,62,387,138,50,69,203,19,2026-08-02T15:26:54Z,2026-08-02T15:26:54Z,2026-08-02T18:57:28Z
A05_021,4262,3536,1197,111,314,152,755,378,121,129,309,70,2026-08-02T10:20:49Z,2026-08-02T10:20:49Z,2026-08-02T11:49:09Z
A05_022,1862,1573,369,50,200,45,352,144,61,106,232,14,2026-08-02T13:39:14Z,2026-08-02T13:39:14Z,2026-08-02T16:47:55Z
A05_023,3138,2382,710,111,275,65,410,253,62,77,394,25,2026-08-02T14:04:47Z,2026-08-02T14:04:47Z,2026-08-02T17:32:04Z
A05_024,3854,2727,883,181,508,52,442,196,84,63,267,51,2026-08-02T16:39:56Z,2026-08-02T16:39:56Z,2026-08-02T19:21:53Z
A05_025,3098,1972,450,62,222,83,647,158,53,37,236,24,2026-08-02T13:14:50Z,2026-08-02T13:14:50Z,2026-08-02T15:45:13Z
A05_026,3672,2642,867,58,289,117,675,357,62,48,155,14,2026-08-02T11:50:27Z,2026-08-02T11:50:27Z,2026-08-02T16:34:59Z
A05_027,2340,1383,415,34,158,29,244,97,52,49,282,23,2026-08-02T16:22:06Z,2026-08-02T16:22:06Z,2026-08-02T18:04:10Z
A05_028,4038,2459,791,85,412,40,440,117,135,88,338,13,2026-08-02T16:32:18Z,2026-08-02T16:32:18Z,2026-08-02T20:52:30Z
A05_029,1744,1178,284,38,139,32,266,117,36,64,182,20,2026-08-02T15:40:35Z,2026-08-02T15:40:35Z,2026-08-02T21:02:03Z
A05_030,2171,1795,492,75,169,52,358,234,73,89,225,28,2026-08-02T16:24:35Z,2026-08-02T16:24:35Z,2026-08-02T22:51:02Z
A05_031,3648,2096,650,57,189,33,471,125,71,82,397,21,2026-08-02T10:29:25Z,2026-08-02T10:29:25Z,2026-08-02T14:06:14Z
A05_032,2920,2181,603,59,172,49,598,162,74,127,326,11,2026-08-02T11:14:33Z,2026-08-02T11:14:33Z,2026-08-02T16:00:29Z
A05_033,1112,636,201,21,97,12,96,31,29,20,120,9,2026-08-02T17:49:34Z,2026-08-02T17:49:34Z,2026-08-02T21:36:02Z
A05_034,1232,1026,322,20,92,21,203,102,45,50,151,20,2026-08-02T11:25:01Z,2026-08-02T11:25:01Z,2026-08-02T14:30:22Z
A05_035,3382,1992,523,87,178,56,477,161,105,58,315,32,2026-08-02T09:53:03Z,2026-08-02T09:53:03Z,2026-08-02T13:52:15Z
A05_036,1583,1174,281,37,155,55,215,111,39,55,217,9,2026-08-02T14:01:21Z,2026-08-02T14:01:21Z,2026-08-02T16:49:45Z
A05_037,1371,818,219,35,85,15,179,67,30,44,139,5,2026-08-02T15:44:03Z,2026-08-02T15:44:03Z,2026-08-02T18:20:48Z
A05_038,2193,1721,470,42,119,56,424,123,103,85,278,21,2026-08-02T15:59:15Z,2026-08-02T15:59:15Z,2026-08-02T19:12:09Z
A05_039,5597,3734,1051,92,505,73,842,378,180,102,432,79,2026-08-02T17:21:02Z,2026-08-02T17:21:02Z,2026-08-02T20:29:20Z
A05_040,1854,1110,341,37,137,33,259,83,43,40,115,22,2026-08-02T12:24:21Z,2026-08-02T12:24:21Z,2026-08-02T15:48:07Z
A05_041,3729,2187,552,50,195,46,461,253,74,78,446,32,2026-08-02T11:07:41Z,2026-08-02T11:07:41Z,2026-08-02T13:48:55Z
A05_042,2313,1611,414,77,196,82,333,162,59,43,227,18,2026-08-02T11:28:06Z,2026-08-02T11:28:06Z,2026-08-02T13:18:01Z
A05_043,2419,1362,399,63,196,44,307,94,41,40,155,23,2026-08-02T10:22:17Z,2026-08-02T10:22:17Z,2026-08-02T15:04:02Z
A05_044,2884,1991,620,72,202,45,337,169,68,123,326,29,2026-08-02T11:26:33Z,2026-08-02T11:26:33Z,2026-08-02T17:04:00Z
A05_045,1805,1292,463,35,175,30,169,60,58,54,234,14,2026-08-02T15:51:57Z,2026-08-02T15:51:57Z,2026-08-02T19:38:25Z
A05_046,1327,787,264,24,78,21,181,63,19,35,85,17,2026-08-02T15:08:51Z,2026-08-02T15:08:51Z,2026-08-02T18:49:36Z
A05_047,3111,2386,571,93,311,71,666,243,58,83,266,24,2026-08-02T16:51:47Z,2026-08-02T16:51:47Z,2026-08-02T21:29:51Z
A05_048,3341,2382,618,45,164,96,810,194,75,55,306,19,2026-08-02T12:21:14Z,2026-08-02T12:21:14Z,2026-08-02T18:00:11Z
A05_049,3131,2329,598,85,238,69,606,314,71,54,261,33,2026-08-02T12:47:19Z,2026-08-02T12:47:19Z,2026-08-02T18:07:37Z
A05_050,1490,1146,319,44,164,20,234,74,63,56,148,24,2026-08-02T17:37:13Z,2026-08-02T17:37:13Z,2026-08-03T21:57:17Z
A05_051,311,252,79,6,24,6,41,18,11,11,53,3,2026-08-02T10:51:15Z,2026-08-02T10:51:15Z,2026-08-02T16:29:11Z
A05_052,3141,2404,612,121,374,76,470,175,78,90,384,24,2026-08-02T13:09:03Z,2026-08-02T13:09:03Z,2026-08-02T15:19:13Z
A05_053,2117,1443,353,52,231,47,287,127,59,40,217,30,2026-08-02T13:45:29Z,2026-08-02T13:45:29Z,2026-08-02T19:23:27Z
A05_054,3222,2102,668,43,186,76,334,146,103,97,437,12,2026-08-02T15:58:57Z,2026-08-02T15:58:57Z,2026-08-02T18:28:45Z
A05_055,2412,1496,419,35,172,66,451,127,30,38,123,35,2026-08-02T17:18:22Z,2026-08-02T17:18:22Z,2026-08-02T19:36:13Z
A05_056,5314,4469,1239,186,354,131,872,521,144,233,735,54,2026-08-02T10:49:21Z,2026-08-02T10:49:21Z,2026-08-02T15:15:46Z
A05_057,2833,2138,650,67,211,42,633,177,69,79,198,12,2026-08-02T15:12:50Z,2026-08-02T15:12:50Z,2026-08-02T19:40:10Z
A05_058,3876,2274,598,139,293,87,618,209,34,44,225,27,2026-08-02T15:38:50Z,2026-08-02T15:38:50Z,2026-08-03T17:06:54Z
A05_059,1714,1194,353,55,220,32,163,64,67,38,185,17,2026-08-02T12:18:21Z,2026-08-02T12:18:21Z,2026-08-02T15:32:17Z
A05_060,4847,2711,733,83,399,111,440,212,81,115,491,46,2026-08-02T11:33:56Z,2026-08-02T11:33:56Z,2026-08-02T16:48:53Z
A06_001,2095,1188,512,46,130,33,182,62,24,40,152,7,2026-08-02T15:33:39Z,2026-08-02T15:33:39Z,2026-08-02T18:36:48Z
A06_002,2684,1491,613,85,270,36,161,70,44,34,142,36,2026-08-02T17:25:11Z,2026-08-02T17:25:11Z,2026-08-02T21:08:21Z
A06_003,1916,1423,397,44,215,55,227,110,68,38,250,19,2026-08-02T11:23:52Z,2026-08-02T11:23:52Z,2026-08-02T14:43:35Z
A06_004,953,761,279,63,119,15,130,46,17,18,66,8,2026-08-02T13:48:54Z,2026-08-02T13:48:54Z,2026-08-02T17:51:24Z
A06_005,1133,754,247,28,123,23,122,69,25,20,87,10,2026-08-02T14:58:46Z,2026-08-02T14:58:46Z,2026-08-02T16:52:00Z
A06_006,1291,717,303,41,98,13,100,47,18,14,78,5,2026-08-02T12:56:58Z,2026-08-02T12:56:58Z,2026-08-02T16:58:58Z
A06_007,2367,1984,837,55,246,33,236,119,85,73,270,30,2026-08-02T16:47:40Z,2026-08-02T16:47:40Z,2026-08-02T21:00:50Z
A06_008,1931,1123,356,70,213,21,214,108,29,22,64,26,2026-08-02T17:56:17Z,2026-08-02T17:56:17Z,2026-08-03T23:41:21Z
A06_009,3053,2401,890,171,395,76,276,150,99,64,239,41,2026-08-02T10:40:55Z,2026-08-02T10:40:55Z,2026-08-02T15:26:22Z
A06_010,5264,3512,1146,195,596,53,658,284,82,107,321,70,2026-08-02T15:19:57Z,2026-08-02T15:19:57Z,2026-08-02T18:12:58Z
A06_011,1056,677,199,52,106,13,122,40,32,23,82,8,2026-08-02T14:54:52Z,2026-08-02T14:54:52Z,2026-08-02T18:06:56Z
A06_012,2539,1725,771,54,208,39,341,99,17,31,136,29,2026-08-02T09:56:59Z,2026-08-02T09:56:59Z,2026-08-02T15:22:08Z
A06_013,6387,5065,1698,242,673,96,663,344,248,175,809,117,2026-08-02T13:30:06Z,2026-08-02T13:30:06Z,2026-08-02T14:55:25Z
A06_014,1448,1212,372,83,180,38,177,83,68,44,152,15,2026-08-02T12:30:28Z,2026-08-02T12:30:28Z,2026-08-02T13:56:23Z
A06_015,1642,1048,342,26,116,34,224,83,47,30,128,18,2026-08-02T16:04:42Z,2026-08-02T16:04:42Z,2026-08-02T18:54:17Z
A06_016,1593,1288,593,49,162,24,152,86,38,31,124,29,2026-08-02T12:14:23Z,2026-08-02T12:14:23Z,2026-08-02T15:42:14Z
A06_017,2256,1504,531,98,266,22,247,74,45,54,135,32,2026-08-02T17:36:45Z,2026-08-02T17:36:45Z,2026-08-02T21:04:59Z
A06_018,852,718,213,35,107,15,98,49,36,27,126,12,2026-08-02T11:44:30Z,2026-08-02T11:44:30Z,2026-08-02T17:08:22Z
A06_019,1539,1032,351,44,152,31,162,81,25,23,144,19,2026-08-02T17:28:01Z,2026-08-02T17:28:01Z,2026-08-02T21:36:42Z
A06_020,1197,902,332,40,85,16,141,49,36,33,160,10,2026-08-02T12:30:09Z,2026-08-02T12:30:09Z,2026-08-02T16:25:07Z
A06_021,2951,2203,768,96,416,26,258,84,74,112,348,21,2026-08-02T14:46:15Z,2026-08-02T14:46:15Z,2026-08-02T18:30:36Z
A06_022,1487,923,404,32,128,12,105,46,28,31,130,7,2026-08-02T10:01:56Z,2026-08-02T10:01:56Z,2026-08-02T15:54:46Z
A06_023,1134,824,275,30,93,18,127,59,31,30,145,16,2026-08-02T15:23:24Z,2026-08-02T15:23:24Z,2026-08-02T19:55:18Z
A06_024,6606,5151,1790,169,503,118,1050,340,255,179,636,111,2026-08-02T13:21:22Z,2026-08-02T13:21:22Z,2026-08-02T15:54:23Z
A06_025,2435,1890,585,108,217,58,279,132,83,111,282,35,2026-08-02T14:57:41Z,2026-08-02T14:57:41Z,2026-08-02T20:52:41Z
A06_026,2074,1692,605,58,164,41,337,122,43,60,248,14,2026-08-02T14:51:04Z,2026-08-02T14:51:04Z,2026-08-02T21:26:01Z
A06_027,7991,6548,2630,213,1008,180,1170,444,157,182,484,80,2026-08-02T15:50:07Z,2026-08-02T15:50:07Z,2026-08-02T20:25:19Z
A06_028,2018,1177,477,35,141,38,181,81,52,29,119,24,2026-08-02T10:53:04Z,2026-08-02T10:53:04Z,2026-08-02T14:27:58Z
A06_029,2262,1499,412,90,235,43,260,87,40,64,231,37,2026-08-02T11:17:05Z,2026-08-02T11:17:05Z,2026-08-02T14:47:08Z
A06_030,5893,4675,2167,149,594,83,418,254,268,150,568,24,2026-08-02T17:50:34Z,2026-08-02T17:50:34Z,2026-08-02T23:23:24Z
A06_031,4894,3893,1637,228,570,52,404,172,106,160,476,88,2026-08-02T10:29:11Z,2026-08-02T10:29:11Z,2026-08-02T14:16:10Z
A06_032,2942,1811,538,97,284,40,297,87,92,99,240,37,2026-08-02T16:27:20Z,2026-08-02T16:27:20Z,2026-08-02T21:06:37Z
A06_033,4074,2335,677,145,315,43,355,84,108,74,495,39,2026-08-02T15:23:22Z,2026-08-02T15:23:22Z,2026-08-02T17:15:38Z
A06_034,2198,1478,560,42,152,34,231,130,64,59,178,28,2026-08-02T16:50:01Z,2026-08-02T16:50:01Z,2026-08-02T19:17:10Z
A06_035,2284,1634,778,68,251,61,253,129,17,12,53,12,2026-08-02T10:27:04Z,2026-08-02T10:27:04Z,2026-08-02T16:31:54Z
A06_036,4511,3390,1340,129,324,93,615,222,136,151,353,27,2026-08-02T16:44:10Z,2026-08-02T16:44:10Z,2026-08-02T19:58:02Z
A06_037,2714,1768,635,81,386,34,317,80,29,51,140,15,2026-08-02T15:09:52Z,2026-08-02T15:09:52Z,2026-08-02T20:35:05Z
A06_038,3277,2460,769,131,440,25,463,134,62,113,295,28,2026-08-02T12:26:41Z,2026-08-02T12:26:41Z,2026-08-02T16:03:37Z
A06_039,3721,2114,827,65,316,46,227,86,96,117,288,46,2026-08-02T16:22:57Z,2026-08-02T16:22:57Z,2026-08-02T20:37:25Z
A06_040,2930,1669,630,76,160,28,230,74,109,81,259,22,2026-08-02T16:25:28Z,2026-08-02T16:25:28Z,2026-08-02T20:01:35Z
A06_041,4193,2950,1068,125,489,37,397,203,124,81,388,38,2026-08-02T13:04:30Z,2026-08-02T13:04:30Z,2026-08-02T16:05:10Z
A06_042,2194,1252,381,58,189,33,259,91,40,26,147,28,2026-08-02T12:50:52Z,2026-08-02T12:50:52Z,2026-08-02T15:19:14Z
A06_043,1940,1371,485,77,315,29,182,111,24,20,108,20,2026-08-02T14:36:10Z,2026-08-02T14:36:10Z,2026-08-02T17:40:23Z
A06_044,1226,846,326,64,158,7,89,41,30,36,87,8,2026-08-02T14:22:26Z,2026-08-02T14:22:26Z,2026-08-02T18:11:04Z
A06_045,1157,976,336,53,150,12,121,50,49,27,173,5,2026-08-02T14:09:27Z,2026-08-02T14:09:27Z,2026-08-02T16:36:26Z
A06_046,1520,1147,357,44,196,19,183,48,51,58,170,21,2026-08-02T10:39:15Z,2026-08-02T10:39:15Z,2026-08-02T14:22:28Z
A06_047,3070,2520,734,147,377,65,451,162,91,125,335,33,2026-08-02T14:59:40Z,2026-08-02T14:59:40Z,2026-08-02T20:30:30Z
A06_048,1202,695,261,43,104,12,126,31,21,26,66,5,2026-08-02T15:24:09Z,2026-08-02T15:24:09Z,2026-08-02T19:35:30Z
A06_049,2157,1283,399,44,157,24,298,79,46,53,156,27,2026-08-02T16:04:38Z,2026-08-02T16:04:38Z,2026-08-02T21:30:37Z
A06_050,2836,2283,701,106,237,49,488,173,78,47,374,30,2026-08-02T10:12:15Z,2026-08-02T10:12:15Z,2026-08-02T14:53:33Z
A06_051,1882,1418,417,80,211,44,190,110,46,44,242,34,2026-08-02T12:44:44Z,2026-08-02T12:44:44Z,2026-08-02T15:26:48Z
A06_052,1394,1108,368,90,187,21,231,59,18,25,102,7,2026-08-02T13:12:12Z,2026-08-02T13:12:12Z,2026-08-02T16:55:29Z
A06_053,4163,3345,1111,108,471,80,718,167,85,111,453,41,2026-08-02T10:25:02Z,2026-08-02T10:25:02Z,2026-08-02T13:26:24Z
A06_054,827,664,201,40,111,8,103,32,26,28,104,11,2026-08-02T13:53:59Z,2026-08-02T13:53:59Z,2026-08-02T16:07:15Z
A06_055,1902,1383,537,37,202,34,327,121,23,19,69,14,2026-08-02T14:47:47Z,2026-08-02T14:47:47Z,2026-08-02T16:31:53Z
A06_056,1905,1070,440,44,131,11,150,61,31,51,129,22,2026-08-02T17:18:43Z,2026-08-02T17:18:43Z,2026-08-02T21:44:25Z
A06_057,5079,3023,1309,156,361,45,395,153,97,78,393,36,2026-08-02T15:21:30Z,2026-08-02T15:21:30Z,2026-08-02T19:32:36Z
A06_058,2832,2028,936,118,238,58,226,108,75,53,198,18,2026-08-02T10:33:54Z,2026-08-02T10:33:54Z,2026-08-02T13:20:26Z
A06_059,2091,1269,502,61,154,27,198,103,34,29,154,7,2026-08-02T10:42:58Z,2026-08-02T10:42:58Z,2026-08-02T14:58:37Z
A06_060,2185,1235,459,94,211,44,168,84,21,27,108,19,2026-08-02T12:47:30Z,2026-08-02T12:47:30Z,2026-08-02T16:13:59Z
A06_061,2608,1830,875,111,332,20,202,50,43,37,150,10,2026-08-02T15:18:00Z,2026-08-02T15:18:00Z,2026-08-02T20:43:42Z
A06_062,3675,2616,833,101,436,26,494,140,68,118,341,59,2026-08-02T12:13:54Z,2026-08-02T12:13:54Z,2026-08-02T16:44:39Z
A06_063,1146,692,278,33,93,13,93,46,31,20,72,13,2026-08-02T17:22:06Z,2026-08-02T17:22:06Z,2026-08-02T20:17:10Z
A07_001,1263,804,355,29,106,21,102,42,27,15,95,12,2026-08-02T14:17:38Z,2026-08-02T14:17:38Z,2026-08-02T19:10:02Z
A07_002,2226,1368,543,82,202,24,201,106,31,19,142,18,2026-08-02T14:11:38Z,2026-08-02T14:11:38Z,2026-08-02T17:46:40Z
A07_003,1375,839,311,36,171,17,116,50,21,20,85,12,2026-08-02T16:55:02Z,2026-08-02T16:55:02Z,2026-08-02T19:04:04Z
A07_004,1590,1339,504,55,157,27,265,64,37,30,178,22,2026-08-02T16:17:31Z,2026-08-02T16:17:31Z,2026-08-02T17:28:19Z
A07_005,1196,722,228,59,122,9,116,43,22,13,92,18,2026-08-02T11:54:58Z,2026-08-02T11:54:58Z,2026-08-02T14:42:38Z
A07_006,2639,1763,566,52,243,52,296,148,68,72,245,21,2026-08-02T12:40:30Z,2026-08-02T12:40:30Z,2026-08-02T15:27:58Z
A07_007,2181,1431,424,93,186,18,327,92,46,55,174,16,2026-08-02T10:12:03Z,2026-08-02T10:12:03Z,2026-08-02T13:54:20Z
A07_008,1496,966,303,51,143,23,128,60,40,28,168,22,2026-08-02T16:30:53Z,2026-08-02T16:30:53Z,2026-08-02T20:55:17Z
A07_009,1930,1262,431,42,218,39,240,73,32,27,133,27,2026-08-02T15:37:18Z,2026-08-02T15:37:18Z,2026-08-02T21:37:08Z
A07_010,1776,1191,438,55,140,18,194,51,41,73,173,8,2026-08-02T13:27:45Z,2026-08-02T13:27:45Z,2026-08-02T20:00:57Z
A07_011,867,618,225,16,70,24,127,60,12,15,54,15,2026-08-02T15:25:26Z,2026-08-02T15:25:26Z,2026-08-02T19:46:37Z
A07_012,688,473,167,40,77,4,58,25,27,15,56,4,2026-08-02T13:06:38Z,2026-08-02T13:06:38Z,2026-08-02T19:00:22Z
A07_013,957,630,195,38,111,22,144,42,15,13,43,7,2026-08-02T10:42:54Z,2026-08-02T10:42:54Z,2026-08-02T15:45:23Z
A07_014,1587,877,357,46,95,18,191,60,22,21,58,9,2026-08-02T10:29:30Z,2026-08-02T10:29:30Z,2026-08-02T15:28:43Z
A07_015,939,626,168,44,92,12,156,45,19,16,68,6,2026-08-02T11:17:29Z,2026-08-02T11:17:29Z,2026-08-02T16:14:05Z
A07_016,1449,806,255,66,123,25,127,72,19,31,77,11,2026-08-02T15:57:26Z,2026-08-02T15:57:26Z,2026-08-02T22:38:07Z
A07_017,1336,801,251,38,101,19,146,64,17,31,125,9,2026-08-02T16:59:56Z,2026-08-02T16:59:56Z,2026-08-02T19:58:11Z
A07_018,1682,1356,506,30,166,22,172,93,78,64,199,26,2026-08-02T16:42:11Z,2026-08-02T16:42:11Z,2026-08-02T19:39:51Z
A07_019,845,536,222,37,74,8,55,36,12,23,58,11,2026-08-02T12:56:56Z,2026-08-02T12:56:56Z,2026-08-02T16:12:47Z
A07_020,874,588,235,23,113,10,106,30,6,8,43,14,2026-08-02T16:39:10Z,2026-08-02T16:39:10Z,2026-08-02T22:13:11Z
A07_021,921,763,306,23,81,15,98,34,33,30,138,5,2026-08-02T10:30:35Z,2026-08-02T10:30:35Z,2026-08-02T13:17:14Z
A07_022,839,565,255,23,99,6,70,28,9,15,53,7,2026-08-02T10:58:28Z,2026-08-02T10:58:28Z,2026-08-02T16:10:54Z
A07_023,1343,1088,347,83,196,19,189,87,34,35,92,6,2026-08-02T15:58:43Z,2026-08-02T15:58:43Z,2026-08-02T18:41:26Z
A07_024,2235,1233,335,47,196,30,179,107,56,56,209,18,2026-08-02T11:58:32Z,2026-08-02T11:58:32Z,2026-08-02T16:04:32Z
A07_025,2037,1263,553,92,172,21,199,55,25,37,83,26,2026-08-02T12:09:48Z,2026-08-02T12:09:48Z,2026-08-02T16:04:09Z
A07_026,1597,1295,453,77,253,44,230,88,24,15,101,10,2026-08-02T12:49:45Z,2026-08-02T12:49:45Z,2026-08-02T19:00:55Z
A07_027,1361,970,398,41,107,16,165,54,24,36,112,17,2026-08-02T14:34:52Z,2026-08-02T14:34:52Z,2026-08-02T18:33:45Z
A07_028,2195,1773,577,79,176,37,367,102,65,102,230,38,2026-08-02T12:21:03Z,2026-08-02T12:21:03Z,2026-08-02T16:44:49Z
A07_029,869,720,308,36,107,15,96,28,23,30,66,11,2026-08-02T13:45:15Z,2026-08-02T13:45:15Z,2026-08-02T15:52:07Z
A07_030,1251,805,275,38,105,12,124,47,43,27,127,7,2026-08-02T16:17:13Z,2026-08-02T16:17:13Z,2026-08-02T21:15:26Z
A07_031,1230,1037,341,57,166,30,190,94,36,21,95,7,2026-08-02T14:22:02Z,2026-08-02T14:22:02Z,2026-08-02T19:55:23Z
A07_032,1600,1048,313,83,164,20,197,90,44,31,93,13,2026-08-02T10:08:31Z,2026-08-02T10:08:31Z,2026-08-02T11:50:28Z
A07_033,803,679,266,30,61,14,91,32,40,25,110,10,2026-08-02T14:28:28Z,2026-08-02T14:28:28Z,2026-08-02T18:30:09Z
A07_034,976,745,244,48,120,14,143,70,19,22,54,11,2026-08-02T12:13:51Z,2026-08-02T12:13:51Z,2026-08-02T16:24:20Z
A07_035,776,521,166,44,89,26,99,47,6,6,28,10,2026-08-02T14:14:27Z,2026-08-02T14:14:27Z,2026-08-02T16:50:28Z
A07_036,1474,834,318,34,136,11,95,54,16,28,122,20,2026-08-02T16:11:55Z,2026-08-02T16:11:55Z,2026-08-02T20:08:56Z
A07_037,1091,901,327,29,113,19,159,103,30,16,89,16,2026-08-02T17:13:29Z,2026-08-02T17:13:29Z,2026-08-02T23:01:37Z
A07_038,584,429,119,33,63,10,74,40,10,16,56,8,2026-08-02T16:46:54Z,2026-08-02T16:46:54Z,2026-08-02T19:36:07Z
A07_039,1212,909,272,65,124,24,125,65,27,35,157,15,2026-08-02T15:33:23Z,2026-08-02T15:33:23Z,2026-08-02T21:38:23Z
A07_040,1169,767,264,20,86,23,154,65,20,27,95,13,2026-08-02T13:30:09Z,2026-08-02T13:30:09Z,2026-08-02T16:17:13Z
A07_041,1073,744,283,32,104,26,127,52,16,22,73,9,2026-08-02T16:42:06Z,2026-08-02T16:42:06Z,2026-08-02T18:24:53Z
A07_042,969,798,229,54,104,26,142,53,38,44,100,8,2026-08-02T17:47:54Z,2026-08-02T17:47:54Z,2026-08-03T03:24:58Z
A07_043,1144,955,330,58,128,24,163,47,42,29,128,6,2026-08-02T17:36:19Z,2026-08-02T17:36:19Z,2026-08-02T20:54:13Z
A07_044,1393,1115,325,48,145,19,187,50,37,67,215,22,2026-08-02T10:11:23Z,2026-08-02T10:11:23Z,2026-08-02T14:13:55Z
A07_045,716,489,217,15,67,6,63,25,20,19,50,7,2026-08-02T10:52:14Z,2026-08-02T10:52:14Z,2026-08-02T13:35:06Z
A07_046,713,484,222,26,85,10,74,34,5,4,19,5,2026-08-02T15:47:40Z,2026-08-02T15:47:40Z,2026-08-02T18:23:16Z
A07_047,2312,1516,524,32,168,37,359,111,24,42,188,31,2026-08-02T12:21:57Z,2026-08-02T12:21:57Z,2026-08-02T16:02:24Z
A07_048,1066,812,361,26,102,13,94,35,30,37,100,14,2026-08-02T15:25:10Z,2026-08-02T15:25:10Z,2026-08-02T18:43:03Z
A07_049,3219,2674,896,93,207,76,382,235,100,152,470,63,2026-08-02T11:28:05Z,2026-08-02T11:28:05Z,2026-08-02T15:41:05Z
A07_050,1460,912,393,58,123,18,115,61,20,12,94,18,2026-08-02T15:31:56Z,2026-08-02T15:31:56Z,2026-08-02T17:52:51Z
A07_051,865,662,200,17,87,18,134,51,17,24,99,15,2026-08-02T10:07:00Z,2026-08-02T10:07:00Z,2026-08-02T11:30:35Z
A07_052,3107,2324,1015,119,383,81,311,162,24,41,153,35,2026-08-02T16:38:18Z,2026-08-02T16:38:18Z,2026-08-02T20:11:06Z
A07_053,2113,1172,432,59,196,22,133,43,55,44,176,12,2026-08-02T15:07:16Z,2026-08-02T15:07:16Z,2026-08-02T19:59:56Z
A07_054,3677,2075,830,98,185,46,312,165,91,83,236,29,2026-08-02T16:51:39Z,2026-08-02T16:51:39Z,2026-08-02T20:29:38Z
A07_055,1038,613,250,32,68,16,88,34,19,13,78,15,2026-08-02T15:10:16Z,2026-08-02T15:10:16Z,2026-08-02T19:58:50Z
A07_056,1842,1422,458,59,179,28,259,75,60,43,238,23,2026-08-02T10:56:48Z,2026-08-02T10:56:48Z,2026-08-02T14:25:41Z
A07_057,841,486,186,29,89,12,77,26,8,8,46,5,2026-08-02T16:31:28Z,2026-08-02T16:31:28Z,2026-08-02T18:53:26Z
A07_058,893,656,270,26,89,5,46,17,20,29,138,16,2026-08-02T10:08:11Z,2026-08-02T10:08:11Z,2026-08-02T14:46:39Z
A07_059,859,591,216,25,88,6,90,25,16,20,91,14,2026-08-02T15:18:23Z,2026-08-02T15:18:23Z,2026-08-02T18:47:07Z
A07_060,949,657,252,20,77,23,105,50,29,17,77,7,2026-08-02T15:19:58Z,2026-08-02T15:19:58Z,2026-08-02T17:30:47Z
A07_061,816,498,193,17,49,10,88,41,24,15,51,10,2026-08-02T10:29:13Z,2026-08-02T10:29:13Z,2026-08-02T14:41:15Z
A07_062,1220,1021,393,27,109,12,198,68,24,40,142,8,2026-08-02T16:49:26Z,2026-08-02T16:49:26Z,2026-08-02T19:51:45Z
